	Unnamed: 0	RowNumber	CustomerId	Surname	CreditScore	Geography	Gender	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Exited	Predictions - Churn or Not	Predictions - Probability to Churn	Predictions - Churn or Not Desc
1614	1614	1615	15646073	AP Sopuluchi	641	France	Male	77	9	0.0	3	1	1	81514.06	0	0	0.4523780024347219	Retention
1615	1615	1616	15722614	AP Spitzer	685	Germany	Female	21	6	97956.5	1	1	1	164966.27	0	0	0.17113259892632057	Retention
1616	1616	1617	15665731	AP Potter	594	France	Female	49	4	0.0	2	1	1	23631.55	0	0	0.17113241751634348	Retention
1617	1617	1618	15801098	AP Matthews	557	Spain	Female	40	4	0.0	2	0	1	105433.53	0	0	0.10535688524857478	Retention
1618	1618	1619	15662991	AP Nicholls	697	France	Male	27	8	141223.68	2	1	0	90591.15	0	0	0.10265561501918703	Retention
1619	1619	1620	15770345	AP McDonald	656	France	Male	18	10	151762.74	1	0	1	127014.32	0	0	0.07798661715207082	Retention
1620	1620	1621	15657422	AP Fiorentini	712	Germany	Male	43	1	141749.74	2	0	1	90905.26	0	0	0.25475906923520064	Retention
1621	1621	1622	15777833	AP Kovalyova	689	Spain	Male	38	5	75075.14	1	1	1	8651.92	1	0	0.08792262241812152	Retention
1622	1622	1623	15783991	AP Miah	697	France	Female	25	4	165686.11	2	1	0	15467.98	0	0	0.1528704104301598	Retention
1623	1623	1624	15804552	AP Builder	589	France	Male	38	2	0.0	1	1	0	79915.28	0	0	0.1447860086533979	Retention
1624	1624	1625	15681794	AP Baddeley	525	Spain	Female	25	10	0.0	2	1	0	69361.95	0	0	0.1330350415219538	Retention
1625	1625	1626	15630357	AP Hu	680	France	Male	44	3	0.0	2	1	0	86935.08	0	0	0.2603701183430076	Retention
1626	1626	1627	15588284	AP Hs?	617	France	Female	28	0	0.0	2	1	1	7597.83	1	0	0.07924322233062643	Retention
1627	1627	1628	15591968	AP Ford	680	France	Male	32	5	92961.61	1	1	0	116957.6	0	0	0.1235813699796463	Retention
1628	1628	1629	15810383	AP Todd	662	Spain	Female	30	9	0.0	2	0	1	157884.83	0	0	0.07533310997927072	Retention
1629	1629	1630	15595339	AP Johnston	736	Germany	Male	46	5	130812.91	1	1	1	77981.54	1	0	0.3419294134102661	Retention
1630	1630	1631	15634986	AP Obiajulu	657	Germany	Male	57	8	107174.58	1	1	1	126369.55	1	0	0.3306030903605634	Retention
1631	1631	1632	15685408	AP Azubuike	350	Spain	Male	54	1	152677.48	1	1	1	191973.49	1	0	0.3747131124160286	Retention
1632	1632	1633	15745863	AP Padovesi	617	France	Male	30	3	132005.77	1	1	0	142940.39	0	0	0.12457624626005792	Retention
1633	1633	1634	15755904	AP Farmer	562	France	Male	35	7	0.0	1	0	0	48869.67	0	0	0.13918820936390838	Retention
1634	1634	1635	15735258	AP Ignatieff	705	Spain	Female	23	5	0.0	2	1	1	73131.73	0	0	0.07051316098892094	Retention
1635	1635	1636	15604840	AP Lu	516	France	Female	33	7	127305.5	1	1	1	120037.36	0	0	0.11358687531064852	Retention
1636	1636	1637	15718980	AP Artemiev	573	France	Female	37	6	0.0	2	1	0	193995.37	0	0	0.13612292208443175	Retention
1637	1637	1638	15678662	AP Okonkwo	538	Spain	Female	31	0	0.0	2	0	0	179453.66	0	0	0.14120707355184542	Retention
1638	1638	1639	15571586	AP Dore	699	France	Male	39	9	0.0	1	1	0	80963.92	0	0	0.15700179383323837	Retention
1639	1639	1640	15723089	AP T'ang	504	Germany	Male	32	8	170291.22	2	0	1	15658.99	0	0	0.1168694984676404	Retention
1640	1640	1641	15661564	AP Ashbolt	583	Spain	Male	47	5	102562.23	1	1	0	92708.1	0	0	0.44053655586209595	Retention
1641	1641	1642	15754213	AP Bazarova	712	Spain	Male	53	2	111061.01	2	0	0	26542.17	0	0	0.4352979819055659	Retention
1642	1642	1643	15683580	AP Buccho	626	Spain	Male	62	3	0.0	1	1	1	65010.74	0	0	0.1913760597246137	Retention
1643	1643	1644	15708084	AP Burn	631	France	Female	34	4	124379.14	1	1	0	106892.91	0	0	0.18068806143670202	Retention
1644	1644	1645	15701145	AP Andreyev	663	France	Female	37	7	0.0	1	1	1	185210.63	0	0	0.12297959043076552	Retention
1645	1645	1646	15600146	AP Endrizzi	506	Germany	Female	41	3	57745.76	1	1	0	4035.46	0	0	0.3209696690740377	Retention
1646	1646	1647	15651569	AP Brown	570	Germany	Female	50	5	129293.74	1	1	0	177805.44	1	1	0.6164665496517859	Churn
1647	1647	1648	15777940	AP Nock	703	France	Female	45	7	0.0	2	1	1	68831.72	0	0	0.1645219596444757	Retention
1648	1648	1649	15655610	AP Okeke	698	Germany	Female	40	8	150777.1	1	1	0	114732.62	0	0	0.32797524486180085	Retention
1649	1649	1650	15569459	AP Cunningham	731	Spain	Male	41	4	0.0	2	1	0	22299.27	0	0	0.1683291542260382	Retention
1650	1650	1651	15718142	AP Kelley	625	France	Male	34	6	0.0	2	0	0	197283.2	0	0	0.08666289534198865	Retention
1651	1651	1652	15585103	AP Wilson	634	Spain	Male	31	9	108632.48	1	1	1	179485.96	1	0	0.08604562824509036	Retention
1652	1652	1653	15675537	AP Woods	616	France	Male	59	5	153861.1	1	1	1	17699.48	0	0	0.21088127946656893	Retention
1653	1653	1654	15633269	AP McFarland	500	France	Male	56	1	100374.58	1	1	0	118490.8	1	0	0.49490028679345505	Retention
1654	1654	1655	15667170	AP Cisneros	446	France	Male	32	8	0.0	2	0	0	133292.94	0	0	0.08268516662713143	Retention
1655	1655	1656	15659141	AP Borchgrevink	669	France	Female	47	9	61196.54	1	1	0	58170.24	0	0	0.45569500716638833	Retention
1656	1656	1657	15575445	AP Rozhkova	581	Germany	Male	31	6	116891.72	1	1	0	107137.3	0	0	0.2548803426094835	Retention
1657	1657	1658	15752378	AP Bradley	704	Germany	Female	54	6	133656.91	3	1	0	145071.33	1	1	0.7932259697409997	Churn
1658	1658	1659	15654887	AP Obialo	748	France	Male	44	2	92911.52	1	0	1	85495.24	0	0	0.21367554211747616	Retention
1659	1659	1660	15741465	AP Hudson	680	Spain	Female	31	9	119825.75	2	1	1	101139.3	0	0	0.10129172005505124	Retention
1660	1660	1661	15682392	AP Veltri	655	France	Female	37	7	111852.84	2	1	0	10511.13	0	0	0.1566029233678271	Retention
1661	1661	1662	15806483	AP Mazzanti	690	Germany	Male	32	0	106683.52	2	1	1	137916.49	0	0	0.12107828035760335	Retention
1662	1662	1663	15800265	AP Thorpe	695	Germany	Male	40	7	139022.24	1	0	1	193383.13	0	0	0.21961909804076804	Retention
1663	1663	1664	15663477	AP Golibe	700	Germany	Female	40	4	148571.07	1	1	0	189826.96	1	0	0.3372348746136211	Retention
1664	1664	1665	15792027	AP Udinesi	773	France	Male	52	4	0.0	1	0	1	144113.42	0	0	0.2317542836188241	Retention
1665	1665	1666	15775118	AP Stewart	749	France	Male	42	1	129776.72	2	0	1	143538.51	0	0	0.16929078760790872	Retention
1666	1666	1667	15579742	AP Curtis	611	France	Female	46	5	0.0	1	1	0	77677.14	1	0	0.485050438150617	Retention
1667	1667	1668	15718283	AP Hayden	606	Spain	Female	46	8	0.0	2	1	1	183717.94	0	0	0.17630785801693366	Retention
1668	1668	1669	15755758	AP H?	554	France	Male	24	10	0.0	1	0	0	92180.62	0	0	0.12969566183467596	Retention
1669	1669	1670	15582295	AP Campbell	567	France	Female	37	7	0.0	2	1	1	28690.9	0	0	0.08239093327231124	Retention
1670	1670	1671	15717030	AP Green	559	Spain	Male	24	3	114739.92	1	1	0	85891.02	1	0	0.1490414491563686	Retention
1671	1671	1672	15586916	AP P'eng	594	Germany	Male	41	2	122545.65	2	1	1	42050.24	0	0	0.2040412509637482	Retention
1672	1672	1673	15713890	AP Cremonesi	513	France	Female	37	6	0.0	2	1	0	110142.34	0	0	0.13081774705637228	Retention
1673	1673	1674	15780871	AP Liang	652	Germany	Female	26	1	131908.35	1	1	1	179269.79	0	0	0.17822153177439026	Retention
1674	1674	1675	15675932	AP Gough	680	Germany	Female	42	7	105722.69	1	1	1	90558.24	1	0	0.3504761834044461	Retention
1675	1675	1676	15658495	AP Bates	784	Spain	Male	33	10	0.0	2	1	0	162022.47	0	0	0.09477573625805207	Retention
1676	1676	1677	15658093	AP Padovesi	812	Spain	Female	44	8	0.0	3	1	0	66926.83	1	1	0.6172290808428851	Churn
1677	1677	1678	15801803	AP Yin	784	Spain	Female	40	8	0.0	2	1	0	108891.3	0	0	0.16316181180459913	Retention
1678	1678	1679	15569214	AP Kharlamov	570	France	Female	18	4	82767.42	1	1	0	71811.9	0	0	0.1819771168228499	Retention
1679	1679	1680	15731514	AP Nicholls	712	France	Female	42	1	87842.98	1	0	0	92223.59	0	0	0.33698719233620894	Retention
1680	1680	1681	15811272	AP Burns	705	Spain	Male	39	6	133261.13	1	1	1	78065.9	0	0	0.09890263846186093	Retention
1681	1681	1682	15746785	AP Fleming	681	Spain	Female	32	3	0.0	2	1	1	59679.9	0	0	0.07307158585844474	Retention
1682	1682	1683	15662794	AP Watson	620	France	Male	41	0	97925.11	1	1	0	85000.32	0	0	0.25564954869151657	Retention
1683	1683	1684	15709423	AP Obiajulu	711	France	Male	52	5	0.0	1	1	1	159808.95	0	0	0.22138061091983513	Retention
1684	1684	1685	15572129	AP Han	613	France	Female	24	7	140453.91	1	1	0	129001.3	0	0	0.1769726510678742	Retention
1685	1685	1686	15713862	AP Ferguson	613	Germany	Female	20	0	117356.19	1	0	0	113557.7	1	0	0.31844770363211433	Retention
1686	1686	1687	15570241	AP Tao	682	Spain	Male	36	5	0.0	2	1	1	147758.51	0	0	0.05811627032434702	Retention
1687	1687	1688	15589384	AP Le Grand	850	Spain	Male	37	4	137204.77	1	1	1	28865.59	0	0	0.08957830889122746	Retention
1688	1688	1689	15804646	AP Valdez	601	France	Female	41	1	0.0	2	0	1	160607.06	0	0	0.14547166839519013	Retention
1689	1689	1690	15700890	AP Cunningham	595	Spain	Male	35	8	0.0	1	1	0	100015.79	1	0	0.1517556438723746	Retention
1690	1690	1691	15758872	AP Godfrey	675	Spain	Male	36	3	54098.18	2	0	1	54478.52	0	0	0.07592955670145404	Retention
1691	1691	1692	15772969	AP Mai	591	Spain	Male	31	8	0.0	1	1	1	141677.33	0	0	0.09076917891156965	Retention
1692	1692	1693	15809042	AP Walker	602	France	Male	23	7	113758.48	2	0	0	84077.6	0	0	0.10427184036341379	Retention
1693	1693	1694	15689648	AP Pirozzi	554	Spain	Female	34	8	0.0	1	0	1	106981.03	0	0	0.12333051966568305	Retention
1694	1694	1695	15744650	AP Feng	541	France	Male	37	9	118636.92	1	1	1	73551.44	0	0	0.08520292293412292	Retention
1695	1695	1696	15704286	AP Akabueze	506	France	Male	34	7	0.0	2	0	0	115842.1	0	0	0.08350697156820257	Retention
1696	1696	1697	15700291	AP Robson	814	Germany	Male	44	8	95488.82	2	0	0	107013.59	0	0	0.39461706284597875	Retention
1697	1697	1698	15669446	AP Yevdokimova	683	France	Male	30	8	110829.52	2	0	0	24938.84	0	0	0.10614928620838229	Retention
1698	1698	1699	15807631	AP Ijendu	485	Germany	Male	51	7	144244.59	2	1	0	51113.14	0	1	0.5000995201410028	Churn
1699	1699	1700	15664559	AP Colombo	696	Germany	Female	31	8	122021.92	2	1	0	33828.64	0	0	0.24300946841933693	Retention
1700	1700	1701	15642869	AP Akubundu	608	France	Female	30	8	0.0	2	1	0	128875.86	0	0	0.12260453967020318	Retention
1701	1701	1702	15605315	AP Francis	792	France	Male	50	9	0.0	4	1	1	194700.81	1	1	0.5877374438164306	Churn
1702	1702	1703	15713680	AP Marshall	686	Spain	Male	22	5	0.0	2	1	0	158974.45	0	0	0.0951400620102295	Retention
1703	1703	1704	15750502	AP Rhodes	790	Germany	Male	42	1	85839.62	1	1	0	198182.73	0	0	0.3518405077822232	Retention
1704	1704	1705	15739090	AP Y?	654	France	Female	29	4	96974.97	1	0	1	141404.07	0	0	0.11105638465558028	Retention
1705	1705	1706	15612807	AP Bell	452	France	Male	35	4	148172.44	1	1	1	4175.68	0	0	0.0872410898038434	Retention
1706	1706	1707	15788519	AP Kerr	719	Spain	Male	38	0	0.0	1	1	0	126876.47	0	0	0.16184662169071615	Retention
1707	1707	1708	15732868	AP Jideofor	707	France	Female	40	5	0.0	2	1	0	41052.82	0	0	0.15036250572885085	Retention
1708	1708	1709	15772928	AP Robertson	699	France	Female	49	2	0.0	1	0	0	105760.01	0	0	0.49804507585741553	Retention
1709	1709	1710	15713879	AP Kao	850	Spain	Male	30	2	0.0	2	0	1	27937.12	0	0	0.05845147381088554	Retention
1710	1710	1711	15568029	AP Palmer	828	Spain	Male	28	8	134766.85	1	1	0	79355.87	0	0	0.14858256874770098	Retention
1711	1711	1712	15617639	AP Mackay	850	Germany	Male	30	5	123210.56	2	1	1	102180.27	0	0	0.11655747398953689	Retention
1712	1712	1713	15745019	AP Burgmann	712	Spain	Male	47	1	139887.01	1	1	1	95719.73	0	0	0.2156614089783454	Retention
1713	1713	1714	15630455	AP Davis	634	France	Male	44	9	149961.11	1	1	0	57121.51	0	0	0.3895245315354028	Retention
1714	1714	1715	15738864	AP Milano	730	Germany	Male	45	6	152880.97	1	0	0	162478.11	0	1	0.5287062258622183	Churn
1715	1715	1716	15778061	AP Dellucci	685	Germany	Male	43	9	108589.47	2	0	1	194808.51	0	0	0.2736961962324292	Retention
1716	1716	1717	15799515	AP Coles	809	Spain	Male	33	9	0.0	1	1	1	124045.65	0	0	0.08462649193392922	Retention
1717	1717	1718	15684305	AP Gray	707	Spain	Female	35	3	56674.48	1	1	0	17987.4	1	0	0.21131885640780035	Retention
1718	1718	1719	15762781	AP Macvitie	648	Spain	Male	32	8	0.0	1	1	0	133653.38	0	0	0.14647343982448763	Retention
1719	1719	1720	15747006	AP Townsend	760	Spain	Female	57	1	0.0	2	1	1	25101.17	0	0	0.16459612380790412	Retention
1720	1720	1721	15725060	AP Pope	805	Germany	Female	33	3	105663.56	2	0	1	33330.89	0	0	0.1606359840237976	Retention
1721	1721	1722	15592152	AP Jensen	585	France	Female	39	7	0.0	2	1	0	2401.26	0	0	0.14357640063155971	Retention
1722	1722	1723	15624427	AP Thomson	595	Spain	Female	30	5	100683.54	1	1	1	178361.04	0	0	0.11382843943283906	Retention
1723	1723	1724	15567458	AP Chiazagomekpele	630	France	Male	42	6	0.0	2	1	0	162697.93	0	0	0.20484748114800358	Retention
1724	1724	1725	15612663	AP Ozuluonye	627	Germany	Male	29	5	139541.58	2	1	0	80607.33	0	0	0.186646370453938	Retention
1725	1725	1726	15574915	AP Wright	631	Germany	Female	37	2	121801.72	2	0	1	23146.62	0	0	0.1723391290593964	Retention
1726	1726	1727	15745143	AP Lung	776	Germany	Male	38	5	112281.7	1	0	1	89893.6	0	0	0.19196833327335538	Retention
1727	1727	1728	15734527	AP Lombardo	676	Spain	Female	36	4	0.0	2	1	1	3173.31	0	0	0.0772566637332567	Retention
1728	1728	1729	15675356	AP Leonard	758	Spain	Female	40	5	93499.82	2	0	0	123218.81	0	0	0.20251808859942066	Retention
1729	1729	1730	15643860	AP Johnston	637	France	Male	33	0	132255.99	2	0	1	74588.41	0	0	0.07297446789467099	Retention
1730	1730	1731	15643474	AP P'eng	850	France	Male	20	7	0.0	2	1	0	31288.77	0	0	0.07809689228925464	Retention
1731	1731	1732	15721766	AP Amechi	601	Spain	Female	44	4	0.0	2	1	0	58561.31	0	0	0.34050681826158796	Retention
1732	1732	1733	15680763	AP Fang	735	France	Male	49	5	121973.28	1	1	0	148804.36	0	0	0.46225726486403657	Retention
1733	1733	1734	15752544	AP Docherty	614	Germany	Male	32	7	99462.8	2	1	1	51117.06	0	0	0.11350279319561776	Retention
1734	1734	1735	15808882	AP Horton	672	Germany	Female	21	3	165878.76	2	1	1	164537.17	0	0	0.14031987805015148	Retention
1735	1735	1736	15727287	AP Vincent	642	France	Male	30	8	117494.27	1	0	0	61977.82	0	0	0.12747635099708055	Retention
1736	1736	1737	15663525	AP Onio	633	Germany	Female	29	0	138577.34	1	1	0	193362.99	0	0	0.2908171823921454	Retention
1737	1737	1738	15683713	AP Schiavone	769	Spain	Male	39	9	0.0	1	1	1	47722.79	0	0	0.10545521227946936	Retention
1738	1738	1739	15596450	AP Chandler	796	Spain	Male	41	8	107525.07	1	1	0	18510.41	0	0	0.276241578337892	Retention
1739	1739	1740	15730675	AP Fiorentino	715	France	Male	23	7	139224.92	2	1	0	65057.71	0	0	0.1025932191082829	Retention
1740	1740	1741	15672168	AP Butusov	695	France	Female	42	7	121453.63	1	0	0	46374.64	0	0	0.3244495063162604	Retention
1741	1741	1742	15742674	AP Wang	747	France	Female	25	4	0.0	2	0	1	42039.67	0	0	0.06878560367918918	Retention
1742	1742	1743	15578639	AP Alexeieva	584	Germany	Female	54	1	77354.37	1	0	0	138192.98	1	1	0.58102501666162	Churn
1743	1743	1744	15726124	AP Vinogradova	476	France	Male	40	6	0.0	1	1	1	22735.45	0	0	0.12248058342707091	Retention
1744	1744	1745	15682569	AP Hughes	850	France	Female	39	7	79259.99	1	0	1	186910.74	0	0	0.1494953403041561	Retention
1745	1745	1746	15773031	AP Ts'ao	529	France	Male	30	2	116295.29	1	1	0	75285.47	0	0	0.12441011384422705	Retention
1746	1746	1747	15765730	AP Bage	584	Spain	Female	59	1	0.0	1	0	1	130260.11	1	0	0.2098556245184164	Retention
1747	1747	1748	15659522	AP Yudina	586	Germany	Male	34	9	74309.81	1	1	0	15034.93	0	0	0.2208542446407589	Retention
1748	1748	1749	15568999	AP Naquin	674	Germany	Male	34	2	152797.9	1	1	0	175709.4	1	0	0.2680003809382003	Retention
1749	1749	1750	15703856	AP Endrizzi	552	France	Male	42	9	133701.07	2	1	0	101069.71	1	0	0.25576452252012755	Retention
1750	1750	1751	15569446	AP Tang	601	Germany	Female	33	7	114430.18	2	1	1	153012.13	0	0	0.16768296310336234	Retention
1751	1751	1752	15632292	AP Schroeder	541	France	Male	29	7	127504.57	1	0	0	86173.92	0	0	0.1261731400550733	Retention
1752	1752	1753	15724502	AP Swearingen	744	Germany	Female	41	2	84113.41	1	1	0	197548.63	0	0	0.325341258534694	Retention
1753	1753	1754	15777675	AP McGregor	595	Spain	Female	23	10	101126.66	2	0	0	37042.8	0	0	0.166804623896005	Retention
1754	1754	1755	15802537	AP Onyeorulu	724	Germany	Male	33	5	103564.83	2	1	0	121085.72	0	0	0.1972697683768873	Retention
1755	1755	1756	15778446	AP Clarke	533	Spain	Female	52	7	0.0	1	0	1	194113.99	1	0	0.22827944240172257	Retention
1756	1756	1757	15670738	AP Smith	618	France	Male	37	2	168178.21	2	0	1	101273.23	0	0	0.0836085843609509	Retention
1757	1757	1758	15704799	AP Kozlova	523	Germany	Female	39	1	143903.11	1	1	1	118711.75	1	0	0.2677459052930818	Retention
1758	1758	1759	15645580	AP Nekrasov	642	Germany	Female	30	5	129753.69	1	1	0	582.53	0	0	0.2908531275117965	Retention
1759	1759	1760	15757682	AP Olague	584	France	Male	35	9	0.0	2	1	0	192381.21	0	0	0.09067733945981654	Retention
1760	1760	1761	15701157	AP Holt	521	France	Male	38	5	110641.18	1	0	1	136507.69	1	0	0.0935143495324538	Retention
1761	1761	1762	15796349	AP Olsen	662	France	Female	36	4	166909.2	2	1	0	138871.12	1	0	0.166073736805375	Retention
1762	1762	1763	15815696	AP Mazzi	758	France	Female	34	1	154139.45	1	1	1	60728.89	0	0	0.11337243648478042	Retention
1763	1763	1764	15602880	AP Niu	717	France	Male	38	7	97459.06	1	0	0	189175.71	0	0	0.14586981595536647	Retention
1764	1764	1765	15636274	AP Graham	611	France	Male	40	1	0.0	2	1	1	102547.56	0	0	0.0840756319571306	Retention
1765	1765	1766	15770137	AP Millar	766	Germany	Male	43	6	112088.04	2	1	1	36706.56	0	0	0.25780783439585375	Retention
1766	1766	1767	15645579	AP Bell	636	France	Female	34	3	0.0	2	1	1	44756.25	0	0	0.07754712340642277	Retention
1767	1767	1768	15596433	AP Kelly	814	France	Female	48	7	0.0	2	1	1	132870.15	0	0	0.16323189750007192	Retention
1768	1768	1769	15770561	AP T'an	760	Spain	Male	28	1	141038.57	2	0	0	16287.38	0	0	0.12996463205254172	Retention
1769	1769	1770	15684303	AP Davila	607	Germany	Male	39	2	84468.67	2	1	1	121945.42	0	0	0.11946076605959728	Retention
1770	1770	1771	15690016	AP Willis	725	Spain	Female	36	4	118520.26	1	0	0	131173.9	1	0	0.21078998805741386	Retention
1771	1771	1772	15633296	AP Dumetochukwu	600	France	Male	37	1	142663.46	1	0	1	88669.89	0	0	0.09361948333466648	Retention
1772	1772	1773	15756507	AP Giles	656	Germany	Male	27	4	118627.16	2	1	1	160835.3	0	0	0.11850110856776347	Retention
1773	1773	1774	15721339	AP O'Meara	640	Spain	Male	34	1	137523.02	1	0	0	24761.36	0	0	0.15883230553429326	Retention
1774	1774	1775	15802292	AP Yao	439	France	Male	28	7	110976.23	2	1	0	138526.96	0	0	0.10546613852974134	Retention
1775	1775	1776	15725700	AP Wallace	549	France	Female	38	8	107283.4	1	0	0	157442.75	0	0	0.19538880557945376	Retention
1776	1776	1777	15674887	AP T'ien	622	France	Male	38	5	0.0	2	0	0	105295.77	0	0	0.09193686740812274	Retention
1777	1777	1778	15701982	AP Ndubueze	715	France	Male	34	4	124314.45	1	0	0	97782.92	0	0	0.13393111497984514	Retention
1778	1778	1779	15748983	AP Chukwuraenye	657	France	Female	41	5	95858.37	1	1	1	68255.88	0	0	0.20021460483710263	Retention
1779	1779	1780	15673378	AP K'ung	703	France	Male	36	2	0.0	2	1	0	108790.95	0	0	0.08840672609031593	Retention
1780	1780	1781	15601044	AP Stevenson	802	France	Male	33	8	0.0	2	1	0	143706.18	0	0	0.08026689944979054	Retention
1781	1781	1782	15771672	AP Marshall	793	Spain	Female	36	0	0.0	1	0	0	148993.47	0	0	0.2206255674898076	Retention
1782	1782	1783	15642038	AP Hayward	554	France	Female	35	6	117707.18	2	0	0	95277.15	1	0	0.1537326028582816	Retention
1783	1783	1784	15693417	AP Tipton	533	Spain	Male	38	1	135289.33	2	0	1	152956.33	0	0	0.08537442984847293	Retention
1784	1784	1785	15607727	AP Gibson	658	France	Male	36	8	174060.46	1	1	1	94925.62	0	0	0.09669046945258922	Retention
1785	1785	1786	15589416	AP Fraser	713	Germany	Male	40	3	114446.84	2	1	1	87308.18	0	0	0.15939241957891975	Retention
1786	1786	1787	15603882	AP Fang	711	Spain	Male	37	2	0.0	2	1	0	83978.86	1	0	0.10286564959062573	Retention
1787	1787	1788	15753585	AP Dubinina	669	France	Male	25	1	157848.53	1	0	0	37543.93	1	0	0.13281061273474978	Retention
1788	1788	1789	15725391	AP Morey	439	France	Female	43	8	0.0	1	0	1	104889.3	0	0	0.22195355335402464	Retention
1789	1789	1790	15773053	AP Todd	763	Spain	Female	37	6	0.0	2	1	1	149705.25	0	0	0.07972219116448889	Retention
1790	1790	1791	15625677	AP Forbes	697	Germany	Female	74	3	108071.36	2	1	1	16445.79	0	0	0.2847480777963283	Retention
1791	1791	1792	15776503	AP De Salis	702	Spain	Female	35	8	14262.8	2	1	0	54689.16	0	0	0.15562126382679353	Retention
1792	1792	1793	15746487	AP Barry	686	Spain	Male	41	7	102749.72	1	0	1	194913.86	0	0	0.17151573183250787	Retention
1793	1793	1794	15777958	AP Afamefuna	629	Spain	Male	36	1	161757.87	2	1	1	146371.72	0	0	0.08097247958140243	Retention
1794	1794	1795	15606877	AP Ibbott	823	France	Male	38	1	0.0	2	1	0	156603.7	0	0	0.09559629704286055	Retention
1795	1795	1796	15757684	AP Marshall	683	Germany	Female	35	5	95698.79	1	0	1	182566.76	0	0	0.19811436760287404	Retention
1796	1796	1797	15677209	AP Law	555	France	Male	37	9	124969.13	1	1	0	60194.05	0	0	0.14006307750113448	Retention
1797	1797	1798	15764206	AP Pinto	647	Germany	Male	44	4	93960.35	1	1	0	36579.53	1	0	0.48455526897787915	Retention
1798	1798	1799	15610482	AP Chinedum	714	France	Female	51	4	88308.87	3	0	0	5862.53	1	1	0.750672260196892	Churn
1799	1799	1800	15612812	AP McKay	850	Spain	Female	39	10	0.0	2	1	1	143030.09	0	0	0.09939532035990468	Retention
1800	1800	1801	15794158	AP Otutodilinna	713	France	Female	59	3	0.0	2	1	1	62700.08	0	0	0.16189224163689236	Retention
1801	1801	1802	15774967	AP She	452	France	Male	30	7	112935.87	1	1	1	99017.34	0	0	0.07761813042343699	Retention
1802	1802	1803	15779283	AP Pai	683	Spain	Female	24	8	98567.1	1	1	0	187987.01	0	0	0.2025195541279009	Retention
1803	1803	1804	15707114	AP Kruglov	577	France	Female	26	1	180530.51	1	0	0	123454.62	0	0	0.20910921042629207	Retention
1804	1804	1805	15605299	AP Chin	552	France	Male	33	5	140931.57	1	0	1	10921.5	0	0	0.08088327931879728	Retention
1805	1805	1806	15607417	AP King	769	Germany	Female	31	7	148913.72	2	1	0	53817.23	0	0	0.24212611577408027	Retention
1806	1806	1807	15683507	AP Hansen	691	France	Male	38	7	0.0	2	0	0	81617.4	0	0	0.0922879908107495	Retention
1807	1807	1808	15605073	AP Ting	818	France	Female	49	2	0.0	1	0	1	192298.84	1	0	0.25169393126806827	Retention
1808	1808	1809	15576121	AP Stone	739	France	Male	41	5	0.0	2	0	0	143882.25	0	0	0.1592832485590208	Retention
1809	1809	1810	15770471	AP McLean	639	France	Female	50	6	115335.32	2	1	1	53130.41	0	0	0.20398575219058526	Retention
1810	1810	1811	15593030	AP Zikoranachidimma	651	France	Female	65	0	0.0	2	1	1	190454.04	0	0	0.16136527534886247	Retention
1811	1811	1812	15624104	AP Fu	779	France	Female	26	0	0.0	2	0	1	111906.0	0	0	0.07157751010910526	Retention
1812	1812	1813	15595257	AP Trevisano	850	Germany	Female	33	7	134678.13	1	1	0	113177.95	0	0	0.3033430733238148	Retention
1813	1813	1814	15637167	AP Fallaci	829	France	Male	38	9	0.0	2	1	0	30529.88	0	0	0.09489334038035503	Retention
1814	1814	1815	15613507	AP Wiley	579	Germany	Male	31	2	90547.48	2	1	1	18800.13	0	0	0.09320589601227205	Retention
1815	1815	1816	15583535	AP Chiagoziem	510	France	Male	32	9	103324.78	1	1	1	46127.7	0	0	0.07589347090109584	Retention
1816	1816	1817	15752852	AP Murray	531	France	Male	29	3	114590.58	1	0	0	75585.48	0	0	0.12641049004127158	Retention
1817	1817	1818	15804111	AP Chuang	628	Germany	Female	36	3	91286.51	1	1	0	63085.94	0	0	0.28447270233704597	Retention
1818	1818	1819	15800553	AP Huang	633	Spain	Male	32	5	163340.12	2	1	1	74415.2	0	0	0.07010343586290875	Retention
1819	1819	1820	15712355	AP Chukwukere	714	Spain	Male	45	8	150900.29	2	0	1	139889.15	0	0	0.17975920166738543	Retention
1820	1820	1821	15797425	AP Hsia	604	Spain	Male	23	9	124577.33	1	1	1	7267.25	0	0	0.08416033400797705	Retention
1821	1821	1822	15621468	AP Lee	630	Spain	Male	35	1	0.0	2	0	0	186826.22	0	0	0.10052473722501802	Retention
1822	1822	1823	15779426	AP Theus	850	Spain	Female	31	4	91292.7	1	1	1	162149.07	0	0	0.10608858684764794	Retention
1823	1823	1824	15711255	AP Jennings	788	Germany	Female	57	8	93716.72	1	1	1	180150.49	1	0	0.38509973042084283	Retention
1824	1824	1825	15770534	AP Parker	798	France	Female	37	4	111723.08	1	1	1	83478.12	0	0	0.11670201342640686	Retention
1825	1825	1826	15678763	AP Tan	770	Germany	Male	45	4	110765.68	1	1	0	26163.74	1	1	0.5316098974413836	Churn
1826	1826	1827	15573929	AP Barry	569	Germany	Male	25	9	173459.45	2	1	1	44381.06	0	0	0.11299858061733543	Retention
